facility_code,facility_name,network_id,network_region,latitude,longitude,unit_code,unit_code_display,fueltech_id,status_id,capacity_registered,capacity_maximum,capacity_storage,max_generation,registered_date,expected_closure_date,data_first_seen,data_last_seen
WEST_KALGOORLIE,West Kalgoorlie,WEM,WEM,-30.780403,121.421519,WEST_KALGOORLIE_GT3,WEST_KALGOORLIE_GT3,distillate,operating,23.3,23.3,,24.23,,,2014-01-09T09:00:00+10:00,2026-08-01T07:55:00+10:00
WKIEWA,West Kiewa,NEM,VIC1,-36.759974,147.185812,WKIEWA1,WKIEWA1,hydro,operating,31,34,,62.6,,2056-12-31T14:00:00+10:00,1998-12-07T06:35:00+10:00,2026-08-01T16:20:00+10:00
WKIEWA,West Kiewa,NEM,VIC1,-36.759974,147.185812,WKIEWA2,WKIEWA2,hydro,operating,31,34,,57.45,,2056-12-31T14:00:00+10:00,1998-12-07T06:35:00+10:00,2026-06-30T00:00:00+10:00
WSTWYSF,West Wyalong,NEM,NSW1,-33.809655,147.325015,WSTWYSF1,WSTWYSF1,solar_utility,operating,105,90,,93.4707,,2057-12-31T14:00:00+10:00,2022-09-27T00:05:00+10:00,2026-08-01T16:20:00+10:00
WDBESS,Western Downs,NEM,QLD1,-26.952278,150.690528,WDBESS1,WDBESS1,battery,operating,272.48,255,510,256.5712,,2047-12-31T14:00:00+10:00,2024-11-26T13:10:00+10:00,2026-08-01T16:20:00+10:00
WDGPH,Western Downs,NEM,QLD1,-26.955534,150.67862,WDGPH1,WDGPH1,solar_utility,operating,501,400,,401.391,,2045-12-31T14:00:00+10:00,2022-02-15T13:10:00+10:00,2026-08-01T16:20:00+10:00
WDBESS2,Western Downs 2,NEM,QLD1,-26.951989,150.694141,WDBESS2,WDBESS2,battery,operating,269.8,255,510,256.7227,,2047-12-31T14:00:00+10:00,2025-09-29T13:05:00+10:00,2026-08-01T16:20:00+10:00
WRSF1,White Rock Solar Farm,NEM,NSW1,-29.764429,151.553007,WRSF1,WRSF1,solar_utility,operating,22,20,,20.6195,,2042-12-31T14:00:00+10:00,2018-10-05T13:35:00+10:00,2026-08-01T16:20:00+10:00
WRWF1,White Rock Wind Farm,NEM,NSW1,-29.7718,151.5755,WRWF1,WRWF1,wind,operating,175,172,,172.35,,2037-12-31T14:00:00+10:00,2017-07-08T09:55:00+10:00,2026-08-01T16:20:00+10:00
WHITSF,Whitsunday,NEM,QLD1,-20.492712,147.756358,WHITSF1,WHITSF1,solar_utility,operating,57.5,56,,56.6,,2047-12-31T14:00:00+10:00,2018-07-11T13:55:00+10:00,2026-08-01T16:20:00+10:00
WHIT1,Whitwood Road,NEM,QLD1,-27.620454,152.824409,WHIT1,WHIT1,bioenergy_biogas,operating,1,1,,,,2051-12-31T14:00:00Z,,
WILGAPK,Wilga Park,NEM,NSW1,-30.363284,149.677422,WILGAPK,WILGAPK,gas_recip,operating,10,10,,,,,,
WILGAPKB,Wilga Park B,NEM,NSW1,-30.363284,149.677422,WILGB01,WILGB01,gas_recip,operating,12,12,,,,,,
WILLHOV,William Hovel,NEM,VIC1,-36.925216,146.389418,WILLHOV1,WILLHOV1,hydro,operating,1.5,2,,,,2043-12-31T14:00:00Z,,
WILLBES,Williamsdale,NEM,NSW1,-35.57458,149.131993,WILLBES1,WILLBES1,battery,commissioning,262,250,500,5.0458,,2045-12-31T14:00:00+10:00,2026-07-22T11:25:00+10:00,2026-07-31T17:00:00+10:00
WGWF,Willogoleche,NEM,SA1,-33.413128,138.845663,WGWF1,WGWF1,wind,operating,119,119,,122.4,,2042-12-31T14:00:00+08:00,2018-08-29T14:40:00+08:00,2026-08-01T16:20:00+08:00
WINDHILL,Windy Hill,NEM,QLD1,-17.590399,145.52968,WHILL1,WHILL1,wind,operating,12,12,,,,2029-12-31T14:00:00Z,,
WINGF1,Wingfield,NEM,SA1,-34.835138,138.548949,WINGF1_1,WINGF1_1,bioenergy_biogas,operating,4.12,5,,,,2034-12-31T14:00:00Z,,
WINGF2,Wingfield 2,NEM,SA1,-34.835138,138.548949,WINGF2_1,WINGF2_1,bioenergy_biogas,operating,4.12,5,,,,2029-12-31T14:00:00Z,,
WINTSF1,Winton,NEM,VIC1,-36.503538,146.124102,WINTSF1,WINTSF1,solar_utility,operating,107,85,,85.7,,2050-12-31T14:00:00+10:00,2021-03-30T04:15:00+10:00,2026-08-01T16:20:00+10:00
WIVENHOE,Wivenhoe,NEM,QLD1,-27.372417,152.63203,W/HOE#2,W/HOE#2,hydro,operating,285,285,3000,311.6,,2083-12-31T14:00:00+10:00,1998-12-15T10:45:00+10:00,2026-07-31T20:40:00+10:00
WIVENHOE,Wivenhoe,NEM,QLD1,-27.372417,152.63203,PUMP2,PUMP2,pumps,operating,240,245,,280.99,,2083-12-31T14:00:00+10:00,1998-12-29T03:35:00+10:00,2026-08-01T15:50:00+10:00
WIVENHOE,Wivenhoe,NEM,QLD1,-27.372417,152.63203,W/HOE#1,W/HOE#1,hydro,operating,285,285,3000,312.8,,2083-12-31T14:00:00+10:00,1998-12-17T15:35:00+10:00,2026-05-05T06:05:00+10:00
WIVENHOE,Wivenhoe,NEM,QLD1,-27.372417,152.63203,PUMP1,PUMP1,pumps,operating,240,245,,282.85,,2083-12-31T14:00:00+10:00,1998-12-20T03:45:00+10:00,2026-05-04T15:05:00+10:00
WOLARSF,Wollar,NEM,NSW1,-32.407631,149.940737,WOLARSF1,WOLARSF1,solar_utility,operating,324,280,,280.9805,,2053-12-31T14:00:00+10:00,2025-01-28T09:35:00+10:00,2026-08-01T16:20:00+10:00
WOLLERT,Wollert,NEM,VIC1,-37.591792,145.043033,WOLLERT1,WOLLERT1,bioenergy_biogas,operating,7,7,,,,2043-12-31T14:00:00Z,,
WONWP,Wonthaggi,NEM,VIC1,-38.60513,145.546292,WONWP,WONWP,wind,operating,12,12,,,,2039-12-31T14:00:00Z,,
WDLNGN,Woodlawn,NEM,NSW1,-35.05928,149.5749,WDLNGN01,WDLNGN01,bioenergy_biogas,operating,7,7,,,,2099-12-31T14:00:00Z,,
WOODLWN,Woodlawn,NEM,NSW1,-35.081675,149.570511,WOODLWN1,WOODLWN1,wind,operating,48.3,48,,53.1584,,2040-12-31T14:00:00+10:00,2011-06-01T10:15:00+10:00,2026-08-01T06:30:00+10:00
WOOLNTH1,Woolnorth,NEM,TAS1,-40.786606,144.738536,WOOLNTH1,WOOLNTH1,wind,operating,140,140,,240.44,,2049-12-31T14:00:00+10:00,2009-07-01T00:05:00+10:00,2026-08-01T16:20:00+10:00
WOOLGSF,Woolooga,NEM,QLD1,-26.075843,152.437448,WOOLGSF1,WOOLGSF1,solar_utility,operating,222.5,176,,177.5,,2057-12-31T14:00:00+10:00,2022-05-24T00:05:00+10:00,2026-08-01T16:20:00+10:00
WOOLGSF,Woolooga,NEM,QLD1,-26.075843,152.437448,WOOLES1,WOOLES1,battery,operating,280,222,593,107.348,,2050-12-31T14:00:00+10:00,2026-05-26T15:25:00+10:00,2026-07-31T15:55:00+10:00
WUNUSF,Wunghnu,NEM,VIC1,-36.164387,145.403731,WUNUSF1,WUNUSF1,solar_utility,operating,93.5,75,,116,,2064-12-31T14:00:00+10:00,2024-11-19T05:40:00+10:00,2026-08-01T16:20:00+10:00
WYASF,Wyalong,NEM,NSW1,-33.887269,147.315314,WYASF1,WYASF1,solar_utility,operating,62.32,53,,53.189,,2052-12-31T14:00:00+10:00,2023-08-01T11:10:00+10:00,2026-08-01T16:20:00+10:00
WYANGALA,Wyangala A,NEM,NSW1,-33.968824,148.948823,WYANGALA,WYANGALA,hydro,operating,20,20,,,,,,
WYANGALB,Wyangala B,NEM,NSW1,-33.968824,148.948823,WYANGALB,WYANGALB,hydro,operating,4,4,,,,,,
YALLOURN,Yallourn W,NEM,VIC1,-38.177589,146.342556,YWPS3,YWPS3,coal_brown,operating,380,405,,420.0785,,2028-06-30T14:00:00+10:00,1998-12-07T02:50:00+10:00,2026-08-01T16:20:00+10:00
YALLOURN,Yallourn W,NEM,VIC1,-38.177589,146.342556,YWPS2,YWPS2,coal_brown,operating,360,395,,396.9924,,2028-06-30T14:00:00+10:00,1998-12-07T02:50:00+10:00,2026-08-01T16:20:00+10:00
YALLOURN,Yallourn W,NEM,VIC1,-38.177589,146.342556,YWPS1,YWPS1,coal_brown,operating,360,395,,400,,2028-06-30T14:00:00+10:00,1998-12-07T02:50:00+10:00,2026-08-01T16:20:00+10:00
YALLOURN,Yallourn W,NEM,VIC1,-38.177589,146.342556,YWPS4,YWPS4,coal_brown,operating,380,405,,416.1266,,2028-06-30T14:00:00+10:00,1998-12-07T02:50:00+10:00,2026-08-01T16:20:00+10:00
YSWF,Yaloak South,NEM,VIC1,-37.716474,144.241947,YSWF1,YSWF1,wind,operating,28.7,28,,29.2,,2046-12-31T14:00:00+10:00,2017-12-19T21:15:00+10:00,2026-08-01T16:20:00+10:00
YAMBUK,Yambuk,NEM,VIC1,-38.305278,142.018439,YAMBUKWF,YAMBUKWF,wind,operating,30,30,,37.9539,,2030-12-31T14:00:00+10:00,2009-07-01T00:05:00+10:00,2026-08-01T16:20:00+10:00
YANDIN,Yandin,WEM,WEM,-30.680971,115.694249,YANDIN_WF1,YANDIN_WF1,wind,operating,214,214,,211.7,,2044-12-31T16:00:00+10:00,2020-07-13T07:00:00+10:00,2026-08-01T14:15:00+10:00
YARANSF,Yarranlea,NEM,QLD1,-27.709261,151.533038,YARANSF1,YARANSF1,solar_utility,operating,121,103,,102.09,,2043-12-31T14:00:00+08:00,2020-01-07T08:05:00+08:00,2026-08-01T16:20:00+08:00
YWNGAHYD,Yarrawonga,NEM,VIC1,-36.009466,145.999568,YWNGAHYD,YWNGAHYD,hydro,operating,9,9,,,,2036-12-31T14:00:00Z,,
YARWUN,Yarwun,NEM,QLD1,-23.8309,151.151136,YARWUN_1,YARWUN_1,gas_ccgt,operating,154,180,,180,,2049-12-31T14:00:00+10:00,2010-07-08T10:35:00+10:00,2026-08-01T16:20:00+10:00
YATSF1,Yatpool,NEM,VIC1,-34.396363,142.173809,YATSF1,YATSF1,solar_utility,operating,94,81,,82.64,,2049-12-31T14:00:00+10:00,2020-11-18T12:25:00+10:00,2026-08-01T16:20:00+10:00
YAWWF,Yawong,NEM,VIC1,-36.471022,143.361722,YAWWF1,YAWWF1,wind,operating,7.2,7.2,,,,2047-12-31T14:00:00Z,,
YENDONWF,Yendon,NEM,VIC1,-37.630407,144.023136,YENDWF1,YENDWF1,wind,operating,144.4,142,,143.04,,2048-12-31T14:00:00+10:00,2019-06-19T00:05:00+10:00,2026-08-01T16:20:00+10:00
